Index,Start Time (s),End Time (s),Device,Input Type
434,23.8211569786,23.8211569786,tpu,image
435,23.8211569786,23.8211569786,tpu,image
436,23.8211569786,23.8211569786,tpu,image
437,23.8211569786,23.8211569786,tpu,image
438,23.8372445107,23.8372445107,tpu,image
439,23.8372445107,23.8372445107,tpu,image
440,23.8372445107,23.8372445107,tpu,image
441,23.8372445107,23.8372445107,tpu,image
442,23.8372445107,23.8529126644,tpu,image
443,23.8529126644,23.8529126644,tpu,image
444,23.8529126644,23.8529126644,tpu,image
445,23.8529126644,23.8529126644,tpu,image
446,23.8529126644,23.8529126644,tpu,image
447,23.8529126644,23.8687698841,tpu,image
448,23.8687698841,23.8687698841,tpu,image
449,23.8687698841,23.8687698841,tpu,image
450,23.8687698841,23.8687698841,tpu,image
451,23.8687698841,23.8849177361,tpu,image
452,23.8849177361,23.8849177361,tpu,image
453,23.8849177361,23.8849177361,tpu,image
454,23.8849177361,23.8849177361,tpu,image
455,23.8849177361,23.8849177361,tpu,image
456,23.8849177361,23.8849177361,tpu,image
457,23.9007766247,23.9007766247,tpu,image
458,23.9007766247,23.9007766247,tpu,image
459,23.9007766247,23.9088642597,tpu,image
460,23.9088642597,23.9088642597,tpu,image
461,23.9088642597,23.9160900116,tpu,image
462,23.9160900116,23.9160900116,tpu,image
463,23.9160900116,23.9160900116,tpu,image
464,23.9160900116,23.9160900116,tpu,image
465,23.9160900116,23.9160900116,tpu,image
466,23.9160900116,23.9321184158,tpu,image
467,23.9321184158,23.9356832504,tpu,image
468,23.9356832504,23.9356832504,tpu,image
469,23.9356832504,23.9356832504,tpu,image
470,23.9356832504,23.9356832504,tpu,image
471,23.9356832504,23.9480631351,tpu,image
472,23.9480631351,23.9480631351,tpu,image
473,23.9480631351,23.9480631351,tpu,image
474,23.9480631351,23.9480631351,tpu,image
475,23.9480631351,23.9480631351,tpu,image
476,23.9480631351,23.9640827179,tpu,image
477,23.9640827179,23.9640827179,tpu,image
478,23.9640827179,23.9640827179,tpu,image
479,23.9640827179,23.9640827179,tpu,image
480,23.9640827179,23.9640827179,tpu,image
481,23.9640827179,23.9799435139,tpu,image
482,23.9799435139,23.983130455,tpu,image
483,23.983130455,23.983130455,tpu,image
484,23.983130455,23.983130455,tpu,image
485,23.983130455,23.983130455,tpu,image
486,23.983130455,23.983130455,tpu,image
487,23.9960711002,23.9960711002,tpu,image
488,23.9960711002,23.9960711002,tpu,image
489,23.9960711002,23.9960711002,tpu,image
490,23.9960711002,23.9960711002,tpu,image
